,F1,H1,H10O4,H10O5,H10O6,H10O7,H11O5,H11O6,H11O7,H12O5,H12O6,H12O7,H13O6,H13O7,H13O8,H14O6,H14O7,H15O7,H15O8,H16O7,H16O8,H16O9,H17O11,H17O8,H18O9,H19O9,H1F1,H1N1,H1O1,H1O2,H2,H21O10,H2F1,H2N1,H2O1,H2O2,H3N1,H3O1,H3O1F1,H3O2,H3O3,H4N1,H4O1,H4O2,H4O3,H4O4,H5O1N1,H5O2,H5O3,H5O4,H6O1N1,H6O3,H6O4,H6O5,H7O2N1,H7O3,H7O4,H7O5,H7O6,H8O4,H8O5,H8O6,H9O4,H9O5,H9O6,N1,O1,X1,grp_>C128,grp_C1-3,grp_C16-31,grp_C32-63,grp_C4-7,grp_C64-127,grp_C8-15
30,1,139,0,3,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,47,0,0,0,754,1,0,9,0,20,0,0,0,6,0,0,0,1,2,0,0,5,2,0,0,9,3,0,0,4,0,0,52,0,0,0,78,2070,4,23,16,18,10,7,20
30,1,161,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,44,0,0,0,755,2,0,6,0,20,0,0,0,10,2,0,0,2,1,0,0,4,0,0,0,11,2,0,0,7,0,0,55,0,0,1,78,2070,4,17,15,15,7,9,15
30,0,120,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,46,0,0,0,761,0,0,6,0,23,1,0,0,7,1,1,0,1,1,0,0,1,0,0,0,9,1,0,0,5,0,0,58,0,0,0,77,2070,6,27,20,16,8,8,18
30,1,139,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,47,0,0,0,751,2,0,9,0,14,0,0,0,9,0,0,0,2,2,0,0,6,0,0,0,7,2,0,0,5,0,0,54,0,0,0,80,2070,4,23,21,16,10,6,14
30,0,135,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,46,0,0,0,761,1,0,8,0,21,0,0,0,10,1,0,0,1,1,0,0,4,0,0,0,9,1,0,0,7,0,0,55,0,0,0,80,2070,4,25,15,14,13,6,18
30,1,145,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,44,0,45,0,0,0,747,1,0,9,0,24,1,0,0,10,2,0,0,2,0,0,0,1,0,0,0,11,3,0,0,4,0,0,57,0,0,0,83,2070,5,25,16,13,14,9,16
30,1,138,0,2,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,47,0,0,0,766,1,0,6,0,20,0,0,0,6,2,0,0,2,1,0,0,1,0,0,0,9,2,0,0,4,0,0,59,0,0,0,79,2070,5,26,18,17,6,8,16
30,0,142,0,3,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,46,0,0,0,764,2,0,9,0,19,0,0,0,4,1,0,0,2,0,0,0,7,0,0,0,9,2,0,0,3,0,0,56,0,0,0,81,2070,5,21,17,12,12,6,15
30,0,141,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,46,0,0,0,755,1,0,11,0,19,0,0,0,6,2,0,0,1,1,0,0,10,0,0,0,6,4,0,0,1,0,0,54,0,0,0,80,2070,6,18,13,14,9,7,18
30,0,132,0,1,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,46,0,0,0,746,4,0,11,0,20,0,0,0,7,0,0,0,3,0,0,0,7,2,0,0,7,2,0,0,5,0,0,54,0,0,0,82,2070,6,23,17,13,9,7,20
30,0,145,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,47,0,0,0,734,2,0,5,0,23,1,0,0,8,0,0,0,1,1,0,0,3,0,0,0,9,1,0,0,9,2,0,57,0,0,0,81,2070,5,26,19,15,10,3,14
30,1,146,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,47,0,0,0,747,3,0,6,0,19,0,0,0,7,0,0,0,1,1,0,0,4,0,0,0,7,0,0,0,5,1,0,58,1,0,0,78,2070,6,28,17,13,8,6,19
30,0,149,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,48,0,0,0,755,1,0,10,0,18,0,0,0,4,2,0,0,2,3,0,0,4,0,0,0,6,3,0,0,3,0,0,56,0,0,0,77,2070,4,26,21,17,14,4,17
30,0,159,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,47,0,0,0,754,2,0,11,0,22,0,0,0,5,1,0,0,3,0,0,0,4,0,0,0,10,4,0,0,7,0,0,49,0,0,0,84,2070,4,23,18,16,11,4,15
30,1,141,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,47,0,0,0,749,2,0,5,0,24,0,0,0,5,0,0,0,1,1,0,0,2,1,0,0,10,1,0,0,5,0,0,54,0,0,0,78,2070,6,32,16,16,11,1,23
30,0,140,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,47,0,0,0,750,3,0,9,0,21,0,0,0,6,1,0,0,4,2,0,0,4,1,0,0,6,0,0,0,4,0,0,58,1,0,0,79,2070,5,23,15,17,7,7,17
30,0,156,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,47,0,0,0,747,2,0,8,0,25,0,0,0,5,1,0,0,3,1,0,0,3,2,0,0,5,2,0,0,4,0,0,59,0,0,0,78,2070,4,20,16,16,10,6,17
30,1,149,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,45,0,0,0,740,3,0,7,0,24,0,0,0,7,1,0,0,2,0,0,0,2,0,0,0,9,3,0,0,6,0,0,50,0,0,0,80,2070,4,16,15,11,12,6,19
30,0,142,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,47,0,0,0,739,3,0,7,0,21,0,0,0,13,0,0,0,0,1,0,0,3,0,0,0,7,1,0,0,8,0,0,53,0,0,0,82,2070,7,28,18,11,10,5,15
30,0,159,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,49,0,0,0,747,2,0,14,0,20,0,0,0,7,3,0,0,2,3,0,0,8,0,0,0,7,0,0,0,3,0,0,56,0,0,0,79,2070,6,27,18,14,9,6,12
30,0,144,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,49,0,0,0,746,2,0,6,0,21,0,0,0,9,1,0,0,1,1,0,0,3,0,0,0,7,3,0,0,5,0,0,57,0,0,0,79,2070,4,20,22,12,12,8,13
30,1,130,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,47,0,0,0,742,1,0,6,0,22,0,0,0,10,2,0,0,3,1,0,0,3,0,0,0,6,3,0,0,5,0,0,55,0,0,0,81,2070,6,22,21,14,13,5,18
30,1,156,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,46,0,0,0,739,5,0,9,0,22,0,0,0,8,0,0,0,2,2,0,0,6,0,0,0,8,1,0,0,8,0,0,54,0,0,0,79,2070,6,24,20,16,12,4,15
30,1,143,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,48,0,0,0,745,3,0,5,0,22,0,0,0,5,1,0,0,2,1,0,0,1,0,0,0,9,2,0,0,6,0,0,57,0,0,0,81,2070,5,20,14,11,15,7,15
30,1,152,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,48,0,0,0,747,3,0,7,0,19,0,0,0,8,0,0,0,2,3,0,0,3,0,0,0,9,2,0,0,3,0,0,56,1,0,0,78,2070,5,22,14,14,8,8,13
30,0,150,0,1,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,49,0,0,0,742,2,0,10,0,23,0,0,0,10,1,0,0,2,3,0,0,3,0,0,0,7,1,0,0,2,1,0,56,0,0,0,80,2070,5,20,20,13,15,5,19
30,0,170,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,46,0,0,0,741,4,0,6,0,24,0,0,0,10,1,0,0,2,1,0,0,3,0,0,0,8,2,0,0,4,0,0,59,0,0,0,85,2070,5,22,20,13,11,6,18
30,0,158,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,46,0,0,0,742,2,0,7,0,25,0,0,0,7,2,0,0,1,0,0,0,0,0,0,0,9,1,0,0,8,0,0,56,0,0,0,79,2070,6,26,20,15,8,4,21
30,0,161,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,47,0,0,0,739,3,0,14,0,19,0,0,0,6,0,0,0,3,1,0,0,8,0,0,0,7,3,0,0,6,0,0,49,2,0,0,83,2070,6,22,20,13,11,5,16
30,1,153,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,47,0,0,0,749,4,0,6,0,18,0,0,0,11,1,0,0,1,1,0,0,3,0,0,0,8,2,0,0,3,0,0,57,0,0,0,81,2070,8,19,19,12,13,7,15
30,0,169,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,47,0,0,0,744,2,0,8,0,21,0,0,0,8,2,0,0,2,1,0,0,2,0,0,0,6,3,0,0,8,0,0,55,0,0,0,82,2070,5,22,21,17,8,3,19
30,1,159,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,48,0,0,0,735,2,0,7,0,24,0,0,0,8,1,0,0,0,0,0,0,3,1,0,0,8,2,0,0,4,0,0,53,0,0,0,76,2070,5,26,18,13,5,7,15
30,1,142,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,48,0,0,0,751,1,0,11,0,20,0,0,0,6,2,0,0,3,1,0,0,4,0,0,0,8,3,0,0,6,0,0,52,0,0,0,78,2070,4,21,14,14,11,10,15
30,1,141,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,47,0,0,0,759,1,0,11,0,20,0,0,0,4,2,0,0,1,1,0,0,4,0,0,0,9,2,0,0,6,0,0,54,1,0,0,77,2070,7,22,18,15,13,8,17
30,0,149,0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,45,0,0,0,738,0,0,9,0,21,0,0,0,8,2,0,0,2,2,0,0,2,1,0,0,6,2,0,0,8,0,0,56,0,0,0,80,2070,6,23,19,13,10,6,13
30,1,158,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,46,0,0,0,744,2,0,8,0,21,0,0,0,7,0,0,0,1,0,0,0,2,1,0,0,6,4,0,0,8,0,0,54,0,0,0,82,2070,4,20,21,13,9,8,16
30,0,135,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,48,0,0,0,760,2,0,9,0,21,0,0,0,3,1,0,0,3,1,0,0,4,0,0,0,5,1,0,0,4,0,0,58,2,0,0,76,2070,4,25,15,14,11,7,17
30,0,135,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,45,0,47,0,0,0,754,1,0,7,0,22,0,0,0,5,1,0,0,1,2,0,0,1,1,0,0,5,3,0,0,3,0,0,59,0,0,0,78,2070,6,25,19,13,10,7,14
30,0,145,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,48,0,49,0,0,0,748,2,0,7,0,19,0,0,0,8,1,0,0,0,1,0,0,4,0,0,0,7,0,0,0,9,0,0,53,2,0,0,81,2070,5,25,14,13,9,7,22
30,0,159,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,48,0,0,0,741,1,0,8,0,20,0,0,0,6,1,0,0,0,2,0,0,4,1,0,0,6,1,0,0,4,0,0,58,0,0,0,80,2070,4,29,19,12,9,6,17
30,1,146,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,47,0,0,0,753,2,0,12,0,20,0,0,0,4,1,0,0,2,2,0,0,7,0,0,0,7,1,0,0,9,0,0,50,1,0,0,78,2070,4,24,18,16,8,8,12
30,0,141,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,47,0,48,0,0,0,749,1,0,8,0,19,0,0,0,7,2,0,0,2,2,0,0,5,0,0,0,6,2,0,0,6,0,0,56,0,0,0,77,2070,4,22,15,13,8,7,15
30,0,136,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,39,0,49,0,0,0,747,1,0,5,0,22,0,0,0,8,3,0,0,2,2,0,0,5,0,0,0,7,1,0,0,3,0,0,58,0,0,0,79,2070,5,30,12,12,9,6,18
30,1,140,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,46,0,0,0,751,1,0,7,0,22,0,0,0,3,2,0,0,1,0,0,0,3,0,0,0,7,6,0,0,5,0,0,55,0,0,0,80,2070,6,28,16,12,5,6,15
30,0,152,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,45,0,0,0,760,2,0,11,0,20,0,0,0,2,1,0,0,2,2,0,0,5,0,0,0,4,2,0,0,6,0,0,58,0,0,0,78,2070,5,20,15,14,7,6,18
30,0,148,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,47,0,0,0,746,2,0,10,0,23,0,0,0,7,1,0,0,2,2,0,0,4,0,0,0,5,1,0,0,5,0,0,57,1,0,0,79,2070,6,24,15,13,11,7,9
30,0,154,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,47,0,0,0,756,3,0,7,0,22,0,0,0,3,0,0,0,3,1,0,0,5,0,0,0,7,3,0,0,6,0,0,55,0,0,0,78,2070,4,23,17,15,10,7,15
30,0,155,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,47,0,0,0,750,2,0,9,0,18,0,0,0,3,1,0,0,3,1,0,0,4,0,0,0,4,1,0,0,7,0,0,58,1,0,0,81,2070,5,21,23,11,9,10,9
30,0,157,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,45,0,0,0,748,3,0,7,0,21,0,0,0,2,0,0,0,2,2,0,0,4,0,0,0,7,1,0,0,4,0,0,56,1,0,0,79,2070,5,21,17,12,6,7,13
30,0,156,0,2,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,47,0,0,0,750,3,0,7,0,18,0,0,0,8,0,0,0,0,3,0,0,4,0,0,0,6,2,0,0,3,0,0,57,0,0,0,79,2070,6,21,18,14,9,7,11
30,1,152,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,47,0,0,0,745,1,0,8,0,23,0,0,0,8,2,0,0,1,2,0,0,3,0,0,0,6,0,0,0,5,0,0,57,1,0,0,79,2070,5,28,17,12,17,6,10
30,0,178,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,49,0,46,0,0,0,732,4,0,6,0,23,0,0,0,8,0,0,0,3,0,0,0,6,0,0,0,7,3,0,0,5,0,0,51,0,0,0,82,2070,6,20,14,16,9,7,18
30,1,157,0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,45,0,0,0,745,1,0,5,0,24,0,0,0,5,1,0,0,2,1,0,0,5,1,0,0,6,2,0,0,7,0,0,56,0,0,0,79,2070,6,30,17,16,9,8,16
30,1,144,0,1,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,48,0,0,0,750,3,0,7,0,17,0,0,0,6,0,0,0,3,2,0,0,5,0,0,0,6,3,0,0,5,0,0,55,0,0,0,82,2070,6,26,17,10,8,6,21
30,1,157,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,47,0,0,0,739,4,0,10,0,21,0,0,0,8,0,0,0,2,1,0,0,3,0,0,0,7,4,0,0,6,0,0,53,0,0,0,78,2070,4,27,23,13,13,7,15
30,1,138,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,49,0,0,0,745,2,0,6,0,22,0,0,0,6,1,0,0,2,1,0,0,2,0,0,0,8,2,0,0,6,0,0,56,0,0,0,81,2070,6,27,16,17,7,5,15
30,1,161,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,47,0,0,0,744,3,0,4,0,22,0,0,0,7,0,0,0,3,0,0,0,3,0,0,0,7,3,0,0,5,0,0,57,0,0,0,79,2070,5,28,17,16,9,6,20
30,0,161,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,45,0,0,0,737,2,0,10,0,20,0,0,0,9,1,0,0,3,2,0,0,9,0,0,0,6,1,0,0,4,0,0,58,0,0,0,77,2070,4,22,15,16,7,5,14
30,0,155,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,48,0,0,0,752,3,0,12,0,19,0,0,0,7,0,0,0,2,0,0,0,6,0,0,0,7,4,0,0,4,0,0,52,0,0,0,81,2070,5,23,19,15,12,6,14
30,0,159,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,43,0,47,0,0,0,750,3,0,7,0,21,0,0,0,6,1,0,0,4,1,0,0,2,0,0,0,8,3,0,0,6,0,0,56,0,0,0,81,2070,7,28,16,10,10,9,16
30,0,155,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,47,0,0,0,764,3,0,6,0,20,0,0,0,4,1,0,0,2,1,0,0,3,0,0,0,6,2,0,0,7,0,0,59,0,0,0,78,2070,5,23,17,17,8,6,19
30,0,150,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,47,0,0,0,754,3,0,11,0,20,0,0,0,5,0,0,0,2,2,0,0,4,0,0,0,8,1,0,0,5,0,0,55,0,0,0,77,2070,4,29,17,15,15,5,18
30,0,144,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,48,0,0,0,770,2,0,8,0,20,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0,6,5,0,0,7,0,0,57,0,0,0,78,2070,5,23,15,15,14,6,15
30,0,157,0,1,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,46,0,0,0,759,3,0,7,0,19,0,0,0,5,0,0,0,2,2,0,0,3,0,0,0,5,2,0,0,6,0,0,59,0,0,0,80,2070,6,31,15,13,13,8,17
30,0,144,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,47,0,0,0,752,4,0,8,0,22,0,0,0,5,0,0,0,1,2,0,0,2,0,0,0,7,1,0,0,7,0,0,55,0,0,0,79,2070,5,23,18,14,10,8,18
30,0,146,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,47,0,0,0,761,3,0,6,0,16,0,0,0,4,0,0,0,2,2,0,0,3,1,0,0,7,2,0,0,5,0,0,59,0,0,0,79,2070,4,23,18,13,9,7,20
30,0,167,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,47,0,0,0,742,3,0,9,0,20,0,0,0,10,2,0,0,2,1,0,0,6,0,0,0,7,3,0,0,3,0,0,54,0,0,0,78,2070,5,25,20,11,10,6,18
30,0,154,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,48,0,0,0,745,2,0,7,0,19,0,0,0,9,1,0,0,2,1,0,0,4,0,0,0,8,2,0,0,5,0,0,52,1,0,0,80,2070,5,20,14,15,12,6,19
30,1,166,0,0,0,0,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,45,0,0,0,732,1,0,8,0,22,0,0,0,9,2,0,0,1,1,0,0,5,0,0,0,9,4,0,0,4,0,0,55,0,0,0,83,2070,4,27,20,11,10,11,17
30,1,172,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,43,0,0,0,745,2,0,12,0,23,0,0,0,3,1,0,0,1,1,0,0,6,0,0,0,5,1,0,0,3,0,0,59,2,0,0,79,2070,5,33,18,12,7,10,16
30,0,146,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,48,0,0,0,745,2,0,8,0,18,0,0,0,6,2,0,0,1,1,0,0,3,1,0,0,6,4,0,0,4,0,0,56,0,0,0,80,2070,4,25,14,16,11,6,16
30,1,149,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,48,0,0,0,757,2,0,7,0,17,0,0,0,5,1,0,0,1,1,0,0,3,0,0,0,6,2,0,0,6,0,0,61,0,0,0,79,2070,6,21,16,13,10,7,17
30,1,165,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,45,0,0,0,750,2,0,5,0,22,0,0,0,5,1,0,0,1,2,0,0,2,0,0,0,7,2,0,0,6,0,0,58,0,0,0,80,2070,4,30,17,12,13,8,18
30,1,169,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,46,0,0,0,741,1,0,5,0,21,0,0,0,4,2,0,0,2,2,0,0,4,0,0,0,8,1,0,0,7,0,0,56,0,0,0,80,2070,5,27,17,13,12,5,17
30,0,148,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,49,0,0,0,757,2,0,11,0,20,0,0,0,6,1,0,0,1,1,0,0,4,0,0,0,7,2,0,0,7,0,0,54,0,0,0,82,2070,4,28,16,13,13,6,14
30,1,166,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,48,0,0,0,749,2,0,7,0,19,0,0,0,4,1,0,0,1,0,0,0,7,0,0,0,7,2,0,0,7,0,0,53,0,0,0,79,2070,7,19,16,10,12,6,17
30,1,166,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,47,0,0,0,743,2,0,9,0,21,0,0,0,5,1,0,0,3,2,0,0,4,0,0,0,8,2,0,0,8,0,0,53,1,0,0,81,2070,6,25,17,14,13,4,16
30,0,159,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,61,0,47,0,0,0,733,2,0,6,0,23,0,0,0,5,1,0,0,2,1,0,0,5,0,0,0,5,2,0,0,3,0,0,56,1,0,0,80,2070,5,21,13,14,11,6,16
30,0,155,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,48,0,0,0,753,2,0,7,0,20,0,0,0,3,1,0,0,2,1,0,0,5,0,0,0,5,2,0,0,3,0,0,60,1,0,0,79,2070,5,29,11,12,7,5,22
30,0,154,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,49,0,0,0,752,2,0,9,0,19,0,0,0,7,1,0,0,2,1,0,0,3,0,0,0,7,2,0,0,2,0,0,59,1,0,0,79,2070,4,27,14,15,11,6,16
30,0,154,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,47,0,0,0,747,3,0,8,0,23,0,0,0,6,1,0,0,2,1,0,0,4,0,0,0,7,2,0,0,5,0,0,59,0,0,0,80,2070,4,24,16,12,12,6,16
30,1,152,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,47,0,0,0,751,3,0,4,0,22,0,0,0,5,1,0,0,2,1,0,0,5,0,0,0,6,2,0,0,3,0,0,60,0,0,0,81,2070,5,21,16,13,8,6,14
30,1,174,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,46,0,0,0,763,2,0,10,0,21,0,0,0,1,1,0,0,1,2,0,0,4,0,0,0,7,2,0,0,4,0,0,57,2,0,0,79,2070,5,24,19,16,8,4,14
30,0,144,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,48,0,0,0,759,2,0,8,0,21,0,0,0,4,1,0,0,1,1,0,0,2,0,0,0,6,4,0,0,5,0,0,56,1,0,0,82,2070,5,23,16,12,12,9,14
30,1,156,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,46,0,0,0,753,2,0,8,0,21,0,0,0,5,1,0,0,2,1,0,0,2,0,0,0,9,2,0,0,5,0,0,56,0,0,0,79,2070,6,23,12,15,10,6,24
30,0,157,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,45,0,0,0,763,2,0,7,0,21,0,0,0,2,1,0,0,0,1,0,0,1,0,0,0,8,3,0,0,4,0,0,62,0,0,0,81,2070,6,18,14,13,9,7,10
30,0,146,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,46,0,0,0,756,2,0,9,0,21,0,0,0,5,1,0,0,2,1,0,0,5,0,0,0,6,3,0,0,7,0,0,52,0,0,0,77,2070,6,20,13,15,14,5,19
30,1,141,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,46,0,0,0,755,2,0,7,0,20,0,0,0,8,1,0,0,2,2,0,0,3,0,0,0,8,3,0,0,6,0,0,55,0,0,0,81,2070,4,25,18,14,13,6,11
