,F1,H1,H10O4,H10O5,H10O6,H10O7,H11O5,H11O6,H11O7,H12O5,H12O6,H12O7,H13O6,H13O7,H13O8,H14O6,H14O7,H15O7,H15O8,H16O7,H16O8,H16O9,H17O11,H17O8,H18O9,H19O9,H1F1,H1N1,H1O1,H1O2,H2,H21O10,H2F1,H2N1,H2O1,H2O2,H3N1,H3O1,H3O1F1,H3O2,H3O3,H4N1,H4O1,H4O2,H4O3,H4O4,H5O1N1,H5O2,H5O3,H5O4,H6O1N1,H6O3,H6O4,H6O5,H7O2N1,H7O3,H7O4,H7O5,H7O6,H8O4,H8O5,H8O6,H9O4,H9O5,H9O6,N1,O1,X1,grp_>C128,grp_C1-3,grp_C16-31,grp_C32-63,grp_C4-7,grp_C64-127,grp_C8-15
30,3,129,0,2,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,12,0,65,0,0,0,601,0,1,10,0,4,0,1,0,20,0,0,0,5,1,0,0,16,0,0,0,23,1,0,0,8,0,0,73,0,0,0,138,2070,4,41,16,9,18,6,15
30,6,140,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,65,0,1,2,592,0,1,9,0,2,0,1,0,21,0,0,0,5,2,0,0,18,0,0,0,21,0,0,0,6,0,0,75,1,0,0,140,2070,3,42,17,15,15,5,13
30,4,137,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,20,0,64,0,0,1,578,0,1,5,0,2,0,1,0,28,0,0,0,4,0,0,0,12,0,0,0,23,3,0,0,6,0,0,75,0,0,0,140,2070,3,43,15,16,14,5,16
30,7,119,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,0,66,0,1,0,584,0,2,9,0,2,0,1,0,28,0,0,0,4,0,0,0,14,0,0,0,20,2,0,0,8,0,0,76,1,0,0,138,2070,4,41,16,15,20,7,13
30,3,136,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,16,0,64,0,1,0,581,1,2,5,0,3,0,1,0,24,0,0,0,5,2,0,0,14,0,0,0,21,1,0,0,3,0,0,81,0,0,0,138,2070,3,37,22,11,16,5,15
30,5,146,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,18,0,66,0,0,1,582,0,1,6,0,1,0,1,0,24,0,0,0,4,1,0,0,14,0,0,0,24,0,0,0,6,0,0,78,0,0,0,137,2070,3,38,16,14,16,6,18
30,6,137,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,18,0,66,0,0,1,593,0,1,7,0,0,0,1,0,20,0,0,0,6,1,0,0,18,0,0,0,25,1,0,0,1,0,0,83,0,0,0,141,2070,4,37,19,15,11,5,16
30,6,108,0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,0,69,0,1,1,598,1,2,11,0,2,0,0,0,22,0,0,0,4,2,0,0,15,0,0,0,25,0,0,0,8,0,0,74,0,0,0,138,2070,4,40,18,12,15,6,13
30,5,129,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,16,0,68,0,2,0,587,0,1,8,0,2,0,0,0,22,0,0,0,4,1,0,0,16,0,0,0,21,2,0,0,4,0,0,81,0,0,0,140,2070,3,42,17,14,10,4,15
30,7,135,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,13,0,64,0,0,0,592,0,1,5,0,2,0,1,0,20,0,0,0,4,0,0,0,14,0,0,0,23,1,0,0,7,0,0,75,0,0,0,138,2070,4,43,20,12,11,6,14
30,7,147,0,1,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,16,0,66,0,1,0,584,0,2,7,0,1,0,0,0,26,0,0,0,4,2,0,0,17,0,0,0,23,2,0,0,4,0,0,76,0,0,0,139,2070,4,42,18,11,15,4,12
30,5,142,0,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,19,0,68,0,0,0,581,0,2,13,0,4,0,1,0,22,0,0,0,4,2,0,0,17,0,0,0,22,0,0,0,9,0,0,73,0,0,0,140,2070,4,45,20,13,15,5,14
30,8,132,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,22,0,68,0,1,0,590,0,2,12,0,5,0,0,0,21,0,0,0,4,1,0,0,15,0,0,0,24,1,0,0,5,0,0,76,0,0,0,142,2070,5,43,17,13,14,4,10
30,4,119,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,64,0,2,0,596,0,1,11,0,2,0,1,0,26,0,0,0,5,0,0,0,18,0,0,0,24,0,0,0,4,0,0,76,0,0,1,139,2070,4,48,16,15,13,6,17
30,3,138,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,64,0,1,2,599,0,2,7,0,0,0,0,0,24,0,0,0,4,1,0,0,16,0,0,0,25,1,0,0,3,0,0,80,0,0,0,138,2070,3,38,22,15,13,4,18
30,8,128,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,68,0,1,1,586,0,2,14,0,2,0,0,0,25,0,0,0,4,2,0,0,18,1,0,0,23,1,0,0,6,0,0,71,0,0,0,138,2070,4,41,20,13,13,4,17
30,5,155,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,14,0,66,0,0,0,595,0,1,11,0,4,0,1,0,25,0,0,0,4,2,0,0,14,0,0,0,23,1,0,0,5,0,0,75,0,0,0,140,2070,3,44,16,13,16,5,16
30,4,148,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,0,66,0,1,0,598,0,1,12,0,3,0,1,0,21,0,0,0,4,2,0,0,16,0,0,0,25,0,0,0,6,0,0,70,0,0,1,138,2070,4,43,15,15,14,5,19
30,5,166,0,2,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27,0,68,0,0,1,584,0,2,8,0,0,0,0,0,24,0,0,0,5,1,0,0,16,0,0,0,26,0,0,0,7,0,0,71,0,0,0,139,2070,3,42,16,13,12,5,20
30,5,132,0,1,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,14,0,66,0,0,0,585,0,2,6,0,0,0,0,0,26,0,0,0,4,1,0,0,15,0,0,0,26,1,0,0,4,0,0,74,0,0,0,137,2070,4,43,20,13,11,3,13
30,4,141,0,1,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,17,0,65,0,1,0,580,0,2,4,0,3,0,0,0,24,0,0,0,4,1,0,0,11,0,0,0,24,0,0,0,7,0,0,74,1,0,0,140,2070,3,45,17,14,18,4,14
30,5,132,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,17,0,67,0,0,1,598,0,1,7,0,1,0,1,0,21,0,0,0,4,1,0,0,13,0,0,0,24,0,0,0,9,0,0,77,0,0,0,137,2070,4,42,19,12,12,6,16
30,8,140,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,67,0,1,0,601,0,3,8,0,3,0,0,0,22,0,0,0,6,1,0,0,18,0,0,0,21,1,0,0,3,0,0,79,0,0,0,138,2070,4,43,16,13,11,5,18
30,7,133,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,20,0,65,0,0,1,586,0,1,6,0,1,0,1,0,26,0,0,0,4,1,0,0,14,0,0,0,26,0,0,0,3,0,0,82,0,0,0,140,2070,5,39,17,18,11,6,18
30,7,130,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,69,0,0,0,594,0,2,7,0,1,0,1,0,22,0,0,0,5,2,0,0,14,0,0,0,24,0,0,0,5,0,0,78,0,0,0,138,2070,4,45,21,14,11,4,20
30,8,154,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,20,0,67,0,0,0,594,0,2,7,0,2,0,0,0,22,0,0,0,5,1,0,0,11,0,0,0,20,1,0,0,3,0,0,82,1,0,0,140,2070,4,44,23,14,16,3,16
30,6,155,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10,0,64,0,0,1,596,0,1,9,0,2,0,0,0,22,1,0,0,4,1,0,0,16,0,0,0,21,4,0,0,4,0,0,78,0,0,0,141,2070,5,37,19,15,12,3,11
30,5,135,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,24,0,67,0,0,1,585,0,2,8,0,1,0,0,0,22,0,0,0,4,2,0,0,15,0,0,0,27,1,0,0,6,0,0,75,0,0,0,139,2070,3,41,19,15,12,6,18
30,1,135,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,16,0,67,0,1,0,593,0,2,6,0,3,0,0,0,18,0,0,0,5,1,0,0,15,0,0,0,23,1,0,0,9,0,0,77,0,0,0,139,2070,4,38,20,12,12,6,15
30,7,142,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,0,66,0,0,0,590,0,1,9,0,3,0,0,0,21,0,0,0,4,1,0,0,15,0,0,0,24,0,0,0,9,0,0,79,0,0,0,139,2070,4,41,17,14,13,5,11
30,5,141,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,13,0,67,0,1,0,574,0,2,5,0,3,0,0,0,27,0,0,0,4,1,0,0,17,0,0,0,21,0,0,0,3,0,0,84,0,0,0,137,2070,3,44,17,13,15,6,15
30,4,139,0,2,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,17,0,66,0,1,2,588,0,1,5,0,0,0,0,0,24,0,0,0,4,2,0,0,13,0,0,0,23,1,0,0,1,0,0,80,0,0,0,139,2070,4,42,19,16,15,4,12
30,4,122,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,20,0,69,0,1,1,583,0,2,9,0,4,0,1,0,24,0,0,0,4,2,0,0,10,0,0,0,23,0,0,0,7,0,0,77,0,0,0,142,2070,3,46,17,19,11,4,13
30,4,141,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,16,0,67,0,0,0,589,0,1,7,0,2,0,0,0,29,0,0,0,4,0,0,0,12,0,0,0,22,1,0,0,2,0,0,86,0,0,0,139,2070,4,46,18,15,13,6,15
30,3,137,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,19,0,66,0,1,0,588,0,1,5,0,0,0,1,0,28,0,0,0,4,1,0,0,11,0,0,0,27,1,0,0,2,0,0,83,0,0,0,138,2070,4,45,18,14,13,5,14
30,4,135,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,28,0,68,0,1,1,584,0,2,7,0,2,0,0,0,21,0,0,0,5,1,0,0,17,1,0,0,22,0,0,0,3,0,0,79,0,0,0,138,2070,4,42,20,15,10,4,17
30,4,135,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,0,66,0,0,0,584,0,1,7,0,1,0,2,0,29,0,0,0,4,3,0,0,10,1,0,0,25,0,0,0,9,0,0,72,0,0,0,141,2070,3,42,21,14,11,6,14
30,3,139,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,17,0,63,0,1,0,593,0,2,12,0,5,0,0,0,22,0,0,0,4,2,0,0,14,0,0,0,20,0,0,0,4,0,0,79,0,0,0,139,2070,4,39,19,11,12,7,17
30,5,144,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,14,0,67,0,0,1,596,0,2,8,0,3,0,0,0,23,0,0,0,4,1,0,0,13,0,0,0,23,1,0,0,1,0,0,81,0,0,0,138,2070,3,46,16,13,14,5,14
30,6,138,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,66,0,1,1,588,0,1,8,0,2,0,1,0,25,0,0,0,4,1,0,0,12,0,0,0,25,0,0,0,5,0,0,81,0,0,0,138,2070,6,41,24,14,15,4,13
30,2,133,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,23,0,69,0,0,0,589,0,2,15,0,3,0,1,0,25,0,0,0,4,2,0,0,13,0,0,0,22,0,0,0,6,0,0,79,0,0,0,142,2070,4,45,18,18,12,7,17
30,4,141,0,2,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,19,0,67,0,1,1,585,0,1,13,0,5,0,1,0,25,0,0,0,4,1,0,0,14,0,0,0,22,2,0,0,6,0,0,70,0,0,0,141,2070,3,45,16,15,17,6,14
30,6,124,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,0,68,0,0,1,576,0,2,6,0,2,0,0,0,25,0,0,0,4,1,0,0,17,0,0,0,23,0,0,0,5,0,0,80,0,0,0,138,2070,4,47,14,12,13,7,13
30,5,153,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,28,0,64,0,0,0,578,0,2,4,0,2,0,0,0,28,0,0,0,5,2,0,0,12,0,0,0,22,0,0,0,7,0,0,80,0,0,0,138,2070,4,38,16,11,15,8,16
30,5,132,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,23,0,65,0,0,1,584,0,1,7,0,2,0,0,0,26,1,0,0,5,1,0,0,13,0,0,0,23,0,0,0,3,0,0,79,0,0,0,140,2070,4,44,20,13,10,6,18
30,4,136,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,18,0,67,0,0,1,586,0,2,6,0,5,0,0,0,18,0,0,0,4,1,0,0,13,0,0,0,23,1,0,0,9,0,0,74,0,0,0,139,2070,5,40,20,12,7,5,13
30,4,124,0,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,13,0,64,0,0,0,590,0,1,9,0,2,0,1,0,24,0,0,0,5,1,0,0,20,0,0,0,21,0,0,0,3,0,0,78,0,0,0,138,2070,3,48,19,14,11,5,13
30,4,134,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,14,0,69,0,0,0,607,1,1,2,0,1,0,0,0,20,0,0,0,5,1,0,0,10,0,0,0,25,1,0,0,4,0,0,86,0,0,0,138,2070,4,44,18,16,13,3,13
30,7,131,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,67,0,0,1,585,0,1,8,0,2,0,1,0,24,0,0,0,4,2,0,0,16,0,0,0,22,0,0,0,3,0,0,82,0,0,0,137,2070,3,41,15,12,16,6,18
30,5,134,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,0,66,0,1,2,597,0,1,5,0,2,0,0,0,23,0,0,0,4,1,0,0,10,0,0,0,24,0,0,0,7,0,0,79,0,0,0,139,2070,3,42,16,18,11,5,16
30,3,130,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,0,65,0,0,0,595,0,2,8,0,1,0,1,0,24,0,0,0,4,1,0,0,13,0,0,0,24,1,0,0,1,0,0,80,1,0,0,139,2070,4,43,14,14,15,6,15
30,5,126,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,19,0,70,0,1,0,596,0,1,9,0,1,0,1,0,20,0,0,0,4,1,0,0,18,0,0,0,24,0,0,0,1,0,0,81,0,0,0,140,2070,3,44,17,13,16,5,12
30,3,125,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,18,0,67,0,0,0,592,0,1,9,0,2,0,1,0,26,0,0,0,4,3,0,0,13,0,0,0,25,0,0,0,4,0,0,78,0,0,0,138,2070,4,44,20,13,15,5,17
30,8,138,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,0,64,0,0,1,592,0,1,6,0,2,0,1,0,23,0,0,0,5,1,0,0,9,0,0,0,24,1,0,0,6,0,0,76,0,0,0,140,2070,3,38,18,12,14,7,16
30,4,162,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,0,60,0,1,1,584,0,1,9,0,2,0,1,0,32,0,0,0,4,1,0,0,14,0,0,0,21,1,0,0,5,0,0,80,0,0,0,139,2070,3,42,17,15,15,5,15
30,5,127,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,16,0,68,0,0,0,584,0,1,5,0,2,0,1,0,26,0,0,0,6,1,0,0,13,0,0,0,25,0,0,0,6,0,0,77,0,0,0,137,2070,4,39,18,14,11,5,18
30,5,156,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,26,0,66,0,0,0,575,0,1,6,0,0,0,1,0,22,0,0,0,4,1,0,0,18,0,0,0,22,0,0,0,7,0,0,78,0,0,0,139,2070,4,44,20,12,14,5,16
30,6,140,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,16,0,66,0,0,1,590,0,1,9,0,3,0,0,0,24,0,0,0,4,1,0,0,11,0,0,0,24,0,0,0,3,0,0,82,0,0,0,139,2070,3,42,24,11,12,4,17
30,4,132,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,12,0,65,0,0,0,598,0,1,8,0,4,0,0,0,21,0,0,0,4,1,0,0,13,0,0,0,23,1,0,0,3,0,0,80,0,0,0,139,2070,3,49,15,19,15,2,11
30,3,132,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,66,0,0,0,588,0,1,5,0,1,0,0,0,24,0,0,0,5,1,0,0,17,0,0,0,22,0,0,0,4,0,0,77,0,0,0,138,2070,3,34,18,16,13,3,13
30,4,132,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,18,0,65,0,1,0,586,0,3,6,0,0,0,0,0,24,0,0,0,5,4,0,0,14,0,0,0,23,0,0,0,3,0,0,82,0,0,0,139,2070,3,39,21,11,15,5,18
30,5,142,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,68,0,1,0,585,0,3,5,0,2,0,0,0,18,0,0,0,4,1,0,0,14,0,0,0,21,0,0,0,5,0,0,83,0,0,0,140,2070,3,41,24,17,11,4,13
30,6,158,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,15,0,64,0,1,1,590,0,2,12,0,3,0,0,0,22,0,0,0,4,2,0,0,16,0,0,0,22,2,0,0,8,0,0,74,0,0,0,139,2070,5,46,20,13,10,4,20
30,6,157,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,14,0,66,0,0,0,584,0,2,6,0,2,0,0,0,26,0,0,0,4,1,0,0,16,0,0,0,24,0,0,0,4,0,0,80,0,0,0,138,2070,3,45,22,18,18,3,10
30,2,136,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,69,0,2,1,580,0,1,6,0,0,0,0,0,23,0,0,0,4,1,0,0,18,0,0,0,23,1,0,0,6,0,0,75,0,0,0,138,2070,4,41,17,17,16,4,15
30,4,133,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22,0,68,0,0,1,580,0,2,9,0,3,0,0,0,25,0,0,0,6,0,0,0,15,1,0,0,22,1,0,0,6,0,0,77,0,0,0,137,2070,5,46,22,16,12,3,16
30,4,145,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,20,0,68,0,0,1,583,0,1,12,0,3,0,1,0,24,0,0,0,4,1,0,0,18,0,0,0,22,2,0,0,7,0,0,72,0,0,0,140,2070,4,41,18,12,12,6,16
30,6,131,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,21,0,66,0,0,1,585,0,1,5,0,1,0,0,0,25,0,0,0,4,1,0,0,11,0,0,0,26,0,0,0,3,0,0,81,0,0,0,137,2070,3,45,17,16,15,5,15
30,4,126,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,17,0,70,0,0,0,592,0,3,6,0,1,0,0,0,25,0,0,0,4,1,0,0,10,0,0,0,23,3,0,0,4,0,0,78,0,0,0,139,2070,5,39,17,12,13,3,14
30,5,136,0,1,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,0,64,0,0,1,589,0,1,6,0,0,0,1,0,22,0,0,0,5,2,0,0,14,0,0,0,24,0,0,0,4,0,0,79,0,0,0,141,2070,5,43,19,14,11,5,15
30,5,138,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,0,67,0,0,0,590,0,1,3,0,3,0,2,0,25,0,0,0,4,1,0,0,10,0,0,0,24,0,0,0,6,0,0,83,0,0,0,140,2070,4,36,17,15,12,6,15
30,5,116,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,0,69,0,0,1,599,0,1,5,0,2,0,1,0,25,0,0,0,4,1,0,0,12,0,0,0,23,0,0,0,1,0,0,88,0,0,0,138,2070,4,42,17,14,12,6,17
30,7,134,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,68,0,0,0,587,0,1,7,0,1,0,1,0,22,0,0,0,6,1,0,0,15,0,0,0,23,1,0,0,3,0,0,76,0,0,0,138,2070,3,48,20,15,12,4,19
30,4,148,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,20,0,64,0,1,0,585,0,1,8,0,1,0,1,0,22,0,0,0,4,1,0,0,18,0,0,0,24,0,0,0,6,0,0,78,0,0,0,139,2070,3,38,16,16,10,4,16
30,6,160,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,67,0,0,0,589,0,3,10,0,2,0,0,0,21,0,0,0,4,0,0,0,19,0,0,0,23,3,0,0,7,0,0,73,0,0,0,141,2070,4,46,21,17,11,4,15
30,8,146,0,1,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,15,0,67,0,0,1,593,0,1,6,0,2,0,0,0,22,0,0,0,4,2,0,0,15,0,0,0,22,2,0,0,4,0,0,78,0,0,0,137,2070,3,40,18,14,11,6,21
30,4,146,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,18,0,67,0,1,0,588,1,1,7,0,2,0,0,0,20,0,0,0,6,1,0,0,19,0,0,0,25,0,0,0,6,0,0,77,0,0,0,140,2070,3,53,16,15,18,5,18
30,7,137,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,0,66,0,0,2,591,0,1,8,0,1,0,0,0,17,0,0,0,4,3,0,0,14,0,0,0,25,0,0,0,6,0,0,74,0,0,0,137,2070,3,38,17,14,12,5,15
30,5,134,0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,1,68,0,0,1,583,0,2,12,0,5,0,0,0,23,0,0,0,4,1,0,0,16,0,0,0,24,0,0,0,5,0,0,76,1,0,0,137,2070,5,38,20,14,15,6,13
30,4,145,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,14,0,67,0,0,0,589,0,1,9,0,3,0,1,0,27,0,0,0,4,1,0,0,17,0,0,0,20,1,0,0,5,0,0,73,0,0,0,140,2070,4,38,25,15,15,4,13
30,5,134,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,69,0,2,2,595,0,0,4,0,0,0,1,0,22,0,0,0,5,3,0,0,16,0,0,0,24,2,0,0,6,0,0,78,0,0,0,137,2070,4,44,15,13,16,5,18
30,4,140,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,65,0,1,0,601,1,1,10,0,2,0,1,0,19,0,0,0,5,1,0,0,18,0,0,0,19,1,0,0,5,0,0,80,0,0,0,140,2070,4,41,18,16,16,4,14
30,4,149,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,18,0,61,0,0,0,594,0,2,11,0,2,0,1,0,20,0,0,0,4,1,0,0,15,0,0,0,25,0,0,0,8,0,0,74,0,0,0,140,2070,5,45,19,17,14,4,11
30,6,143,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,16,0,66,0,0,0,589,0,3,11,0,5,0,0,0,21,0,0,0,4,1,0,0,13,0,0,0,21,1,0,0,8,0,0,74,0,0,0,138,2070,3,50,16,18,13,7,11
30,7,140,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,16,0,64,0,1,1,592,0,1,4,0,1,0,0,0,20,0,0,0,4,1,0,0,16,0,0,0,24,0,0,0,3,0,0,81,0,0,0,139,2070,4,41,17,17,17,4,9
30,5,124,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,64,0,1,1,595,0,1,3,0,0,0,0,0,20,0,0,0,4,1,0,0,14,0,0,0,21,0,0,0,5,0,0,85,0,0,1,143,2070,3,42,18,18,11,4,11
30,4,147,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,17,0,65,0,1,0,592,0,2,8,0,2,0,0,0,20,0,0,0,4,2,0,0,14,0,0,0,25,2,0,0,3,0,0,82,0,0,0,140,2070,3,42,21,15,14,5,15
30,6,143,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,65,0,1,0,590,0,2,11,0,4,0,1,0,21,0,0,0,4,2,0,0,12,0,0,0,22,0,0,0,6,0,0,76,0,0,0,139,2070,5,43,18,14,13,5,14
