C(0),C(1),C(2),C(3),C(4),H(0),H(1),O(0),O(1),O(2)
0,97,99,4,0,8,592,2,459,239
0,96,100,4,0,8,592,1,456,243
0,94,102,4,0,7,593,1,459,240
0,95,101,4,0,7,593,1,458,241
0,94,102,4,0,6,594,1,458,241
0,94,102,4,0,6,594,2,458,240
0,94,102,4,0,5,595,2,457,241
0,94,102,4,0,5,595,1,457,242
0,94,102,4,0,5,595,2,457,241
0,94,102,4,0,5,595,2,457,241
0,94,102,4,0,5,595,1,459,240
0,93,103,4,0,5,595,1,458,241
0,93,103,4,0,6,594,1,459,240
0,94,104,2,0,5,595,1,457,242
0,93,103,4,0,4,596,1,457,242
0,95,101,4,0,6,594,1,457,242
0,93,103,4,0,4,596,1,457,242
0,93,103,4,0,4,596,1,457,242
0,93,103,4,0,5,595,1,458,241
0,93,103,4,0,5,595,2,458,240
0,94,102,4,0,6,594,3,458,239
0,93,103,4,0,5,595,4,458,238
0,94,102,4,0,7,593,4,459,237
0,94,102,4,0,6,594,3,458,239
0,95,101,4,0,7,593,3,458,239
0,95,101,4,0,7,593,3,458,239
0,95,100,5,0,6,594,4,456,240
0,94,101,5,0,5,595,2,458,240
0,93,102,5,0,5,595,2,459,239
0,93,103,4,0,6,594,2,459,239
0,93,102,5,0,5,595,2,459,239
0,94,101,5,0,6,594,2,459,239
0,96,100,4,0,9,591,2,459,239
0,93,104,3,0,9,591,2,459,239
0,93,103,4,0,6,594,2,459,239
0,93,103,4,0,6,594,2,459,239
0,93,103,4,0,6,594,3,459,238
0,93,103,4,0,6,594,2,459,239
0,93,103,4,0,6,594,2,459,239
0,93,103,4,0,6,594,2,459,239
0,94,102,4,0,7,593,2,459,239
0,94,102,4,0,7,593,2,459,239
0,93,103,4,0,7,593,3,460,237
0,94,102,4,0,6,594,2,458,240
0,94,102,4,0,7,593,2,459,239
0,93,103,4,0,6,594,2,459,239
0,95,101,4,0,8,592,2,459,239
0,92,104,4,0,6,594,2,458,240
0,92,104,4,0,5,595,1,459,240
0,93,103,4,0,6,594,1,459,240
0,92,104,4,0,5,595,1,459,240
0,93,103,4,0,6,594,1,459,240
0,92,104,4,0,6,594,1,460,239
0,92,104,4,0,6,594,1,460,239
0,93,103,4,0,7,593,1,460,239
0,93,102,5,0,7,593,1,459,240
0,94,102,4,0,9,591,1,461,238
0,92,103,5,0,6,594,1,459,240
0,92,102,6,0,5,595,1,459,240
0,94,100,6,0,6,594,1,458,241
0,93,102,5,0,7,593,1,459,240
0,94,100,6,0,7,593,1,457,242
0,93,102,5,0,7,593,1,459,240
0,93,101,6,0,7,593,1,458,241
0,93,100,7,0,8,592,1,458,241
0,93,100,7,0,8,592,1,456,243
0,93,100,7,0,6,594,0,458,242
0,93,99,8,0,6,594,1,457,242
0,93,98,9,0,5,595,1,457,242
0,94,97,9,0,6,594,1,457,242
0,93,99,8,0,4,596,1,457,242
0,93,98,9,0,5,595,0,455,245
0,93,99,8,0,5,595,0,456,244
0,95,97,8,0,6,594,1,455,244
0,94,100,6,0,6,594,1,458,241
0,93,99,8,0,4,596,1,457,242
0,94,99,7,0,7,593,1,458,241
0,93,100,7,0,5,595,1,457,242
0,94,99,7,0,6,594,1,457,242
0,93,99,8,0,4,596,1,457,242
0,96,97,7,0,9,591,2,458,240
0,93,99,8,0,4,596,1,457,242
0,93,99,8,0,4,596,1,457,242
0,93,100,7,0,5,595,1,457,242
0,94,100,6,0,7,593,0,459,241
0,94,99,7,0,6,594,0,459,241
0,94,99,6,1,5,595,0,459,241
0,95,99,6,0,5,595,0,458,242
0,95,99,6,0,5,595,0,458,242
0,96,98,6,0,5,595,0,459,241
0,96,99,5,0,6,594,1,459,240
0,97,97,6,0,6,594,0,461,239
0,96,98,6,0,5,595,0,461,239
0,97,98,5,0,7,593,0,461,239
0,96,99,5,0,6,594,0,461,239
0,96,99,5,0,6,594,0,461,239
0,96,99,5,0,6,594,0,461,239
0,96,99,5,0,6,594,0,461,239
0,98,97,5,0,8,592,0,461,239
0,96,99,5,0,6,594,0,461,239
0,95,100,5,0,6,594,0,462,238
0,95,100,5,0,6,594,1,460,239
0,95,100,5,0,6,594,0,462,238
0,96,99,5,0,7,593,0,462,238
0,96,99,5,0,7,593,0,462,238
0,96,99,5,0,7,593,0,462,238
0,97,98,5,0,8,592,0,462,238
0,95,100,5,0,6,594,2,462,236
0,96,99,5,0,7,593,0,462,238
0,95,100,5,0,6,594,0,462,238
0,95,100,5,0,6,594,0,462,238
0,95,100,5,0,6,594,0,462,238
0,95,100,5,0,6,594,0,462,238
0,97,98,5,0,6,594,0,462,238
0,97,98,5,0,6,594,0,462,238
0,95,100,5,0,6,594,0,462,238
0,96,99,5,0,7,593,0,462,238
0,97,98,5,0,8,592,0,462,238
0,95,100,5,0,6,594,0,462,238
0,95,100,5,0,6,594,0,462,238
0,95,100,5,0,6,594,2,460,238
0,95,100,5,0,5,595,0,461,239
0,95,100,5,0,5,595,0,461,239
0,95,100,5,0,5,595,0,461,239
0,96,99,5,0,6,594,0,461,239
0,95,101,4,0,6,594,0,461,239
0,95,100,5,0,5,595,0,461,239
0,95,100,5,0,5,595,0,461,239
0,94,101,5,0,5,595,0,460,240
0,94,101,5,0,5,595,0,460,240
0,94,101,5,0,5,595,1,458,241
0,96,99,5,0,7,593,0,460,240
0,95,100,5,0,6,594,0,460,240
0,95,100,5,0,7,593,0,461,239
0,95,100,5,0,6,594,1,460,239
0,96,100,4,0,6,594,0,460,240
0,97,99,4,0,7,593,0,460,240
0,96,100,4,0,6,594,0,460,240
0,96,100,4,0,7,593,0,461,239
0,96,99,5,0,6,594,0,459,241
0,96,100,4,0,6,594,0,458,242
0,96,100,4,0,6,594,0,460,240
0,97,98,5,0,5,595,0,457,243
0,99,96,5,0,7,593,0,457,243
0,97,98,5,0,5,595,0,457,243
0,97,98,5,0,5,595,0,457,243
0,97,98,5,0,4,596,0,456,244
0,98,97,5,0,5,595,0,456,244
0,97,98,5,0,4,596,0,456,244
0,97,98,5,0,4,596,0,456,244
0,97,98,5,0,5,595,0,457,243
0,97,100,3,0,4,596,0,456,244
0,97,98,5,0,4,596,0,456,244
0,97,98,5,0,4,596,0,456,244
0,97,100,3,0,5,595,0,457,243
0,97,99,4,0,4,596,0,457,243
0,98,99,3,0,6,594,0,457,243
0,97,99,4,0,4,596,0,457,243
0,98,98,4,0,5,595,0,457,243
0,97,99,4,0,4,596,0,457,243
0,97,99,4,0,4,596,0,457,243
0,97,99,4,0,4,596,0,457,243
0,97,99,4,0,4,596,0,457,243
0,98,99,3,0,6,594,0,457,243
0,97,99,4,0,4,596,0,457,243
0,98,98,4,0,5,595,0,457,243
0,97,99,4,0,4,596,0,457,243
0,97,99,4,0,3,597,0,456,244
0,98,98,4,0,3,597,0,455,245
0,97,99,4,0,2,598,0,455,245
0,97,101,2,0,2,598,0,455,245
0,100,97,3,0,5,595,0,452,248
0,97,99,4,0,2,598,0,455,245
0,97,99,4,0,2,598,0,453,247
0,97,98,5,0,2,598,0,454,246
0,98,97,5,0,3,597,0,454,246
0,98,97,5,0,3,597,0,454,246
0,97,98,5,0,2,598,0,454,246
0,97,98,5,0,2,598,0,454,246
0,97,98,5,0,2,598,0,454,246
0,98,97,5,0,3,597,0,454,246
0,98,97,5,0,3,597,0,454,246
0,98,97,5,0,2,598,0,453,247
0,98,97,5,0,2,598,0,453,247
0,98,97,5,0,2,598,0,453,247
0,98,98,4,0,2,598,0,454,246
0,99,97,4,0,2,598,1,453,246
0,99,97,4,0,1,599,1,452,247
0,98,98,4,0,1,599,0,455,245
0,98,98,4,0,1,599,0,455,245
0,98,98,4,0,1,599,0,455,245
0,99,97,4,0,2,598,1,455,244
0,100,96,4,0,4,596,0,456,244
0,98,98,4,0,1,599,1,455,244
0,98,98,4,0,0,600,0,454,246
0,98,98,4,0,0,600,0,454,246
0,98,98,4,0,0,600,0,454,246
0,99,97,4,0,1,599,1,454,245
0,98,98,4,0,0,600,0,454,246
0,98,98,4,0,0,600,0,454,246
0,98,100,2,0,0,600,0,454,246
0,98,98,4,0,0,600,0,454,246
0,98,98,4,0,0,600,0,454,246
0,98,98,4,0,0,600,0,454,246
0,98,98,4,0,0,600,0,454,246
0,99,97,4,0,0,600,0,453,247
0,98,98,4,0,0,600,0,454,246
0,98,99,3,0,1,599,0,454,246
0,98,98,4,0,0,600,0,454,246
0,98,98,4,0,0,600,0,454,246
0,98,98,4,0,0,600,0,454,246
0,98,98,4,0,0,600,0,454,246
0,98,98,4,0,0,600,0,454,246
0,98,98,4,0,0,600,0,454,246
0,98,98,4,0,0,600,0,454,246
0,99,97,4,0,1,599,0,454,246
0,98,98,4,0,0,600,0,454,246
0,98,98,4,0,0,600,1,454,245
0,98,98,4,0,0,600,0,454,246
0,99,99,2,0,1,599,0,454,246
0,99,97,4,0,1,599,0,454,246
0,98,99,3,0,1,599,0,454,246
0,98,98,4,0,0,600,0,454,246
0,98,98,4,0,0,600,0,454,246
0,98,99,3,0,1,599,0,454,246
0,98,98,4,0,1,599,0,455,245
0,98,98,4,0,0,600,0,454,246
0,99,99,2,0,2,598,0,455,245
0,98,98,4,0,0,600,0,454,246
0,98,98,4,0,0,600,0,454,246
0,98,98,4,0,0,600,0,454,246
0,100,96,4,0,3,597,1,455,244
0,98,98,4,0,1,599,0,455,245
0,99,97,4,0,2,598,1,457,242
0,98,98,4,0,1,599,0,457,243
0,98,98,4,0,1,599,0,457,243
0,99,97,4,0,2,598,0,457,243
0,98,98,4,0,1,599,0,457,243
0,98,98,4,0,1,599,0,457,243
0,98,98,4,0,1,599,0,457,243
0,98,99,3,0,2,598,0,457,243
0,98,99,3,0,2,598,1,457,242
0,98,98,4,0,1,599,0,457,243
0,98,98,4,0,1,599,0,457,243
0,98,98,4,0,1,599,0,457,243
0,98,98,4,0,1,599,0,457,243
0,99,97,4,0,2,598,0,457,243
0,98,98,4,0,1,599,0,457,243
0,98,98,4,0,1,599,0,457,243
0,98,98,4,0,1,599,0,457,243
0,98,98,4,0,1,599,0,457,243
0,98,98,4,0,1,599,0,457,243
0,99,97,4,0,2,598,0,457,243
0,98,98,4,0,1,599,1,457,242
0,98,98,4,0,1,599,0,457,243
0,99,97,4,0,2,598,0,457,243
0,98,98,4,0,2,598,0,456,244
0,98,98,4,0,2,598,0,456,244
0,97,99,4,0,2,598,1,457,242
0,99,97,4,0,2,598,0,455,245
0,99,97,4,0,1,599,0,454,246
0,99,98,3,0,3,597,1,455,244
0,99,97,4,0,1,599,0,454,246
0,99,97,4,0,1,599,0,454,246
0,99,97,4,0,0,600,0,453,247
0,99,97,4,0,0,600,0,453,247
0,99,97,4,0,0,600,0,453,247
0,99,97,4,0,1,599,0,454,246
0,99,99,2,0,0,600,0,453,247
0,99,97,4,0,0,600,0,453,247
0,99,97,4,0,0,600,0,453,247
0,99,97,4,0,0,600,0,453,247
0,99,97,4,0,0,600,0,453,247
0,99,97,4,0,0,600,0,453,247
0,99,97,4,0,0,600,0,453,247
0,99,97,4,0,0,600,0,453,247
0,99,98,3,0,1,599,0,453,247
0,99,97,4,0,0,600,0,451,249
0,99,97,4,0,0,600,1,453,246
0,99,97,4,0,0,600,0,453,247
0,99,97,4,0,0,600,1,453,246
0,100,96,4,0,1,599,0,453,247
0,98,98,4,0,0,600,0,452,248
0,98,98,4,0,0,600,0,454,246
0,97,99,4,0,0,600,0,453,247
0,96,100,4,0,0,600,1,452,247
0,97,99,4,0,1,599,2,452,246
0,96,100,4,0,0,600,0,454,246
0,96,101,3,0,1,599,0,452,248
0,96,101,3,0,1,599,0,454,246
0,96,102,2,0,0,600,0,452,248
0,95,101,4,0,0,600,0,455,245
0,95,101,4,0,0,600,0,455,245
0,96,100,4,0,2,598,0,456,244
0,95,101,4,0,0,600,1,455,244
0,95,101,4,0,0,600,0,457,243
0,95,101,4,0,0,600,0,457,243
0,96,102,2,0,3,597,0,457,243
0,95,101,4,0,0,600,0,457,243
0,95,101,4,0,0,600,0,457,243
0,95,101,4,0,0,600,0,457,243
0,94,104,2,0,0,600,0,458,242
0,95,103,2,0,1,599,0,458,242
0,95,101,4,0,1,599,1,458,241
0,94,102,4,0,0,600,0,460,240
0,95,101,4,0,1,599,0,460,240
0,94,102,4,0,0,600,0,460,240
0,95,101,4,0,1,599,0,460,240
0,94,102,4,0,0,600,0,460,240
0,94,102,4,0,0,600,0,460,240
0,94,102,4,0,0,600,0,460,240
0,94,102,4,0,0,600,0,460,240
0,94,102,4,0,0,600,0,460,240
0,95,101,4,0,2,598,0,461,239
0,96,101,3,0,1,599,0,460,240
0,94,102,4,0,0,600,0,460,240
0,94,102,4,0,0,600,0,460,240
0,95,101,4,0,1,599,0,460,240
0,95,101,4,0,1,599,0,460,240
0,94,102,4,0,0,600,0,460,240
0,94,102,4,0,0,600,0,460,240
0,94,102,4,0,0,600,0,460,240
0,94,102,4,0,0,600,0,460,240
0,94,102,4,0,0,600,0,460,240
0,94,101,5,0,0,600,0,461,239
0,94,102,4,0,0,600,0,460,240
0,96,100,4,0,2,598,0,460,240
0,96,100,4,0,2,598,0,460,240
0,96,100,4,0,2,598,0,460,240
0,96,100,4,0,2,598,0,460,240
0,96,100,4,0,3,597,0,461,239
0,97,99,4,0,2,598,0,459,241
0,96,100,4,0,2,598,0,458,242
0,98,98,4,0,2,598,0,460,240
0,98,98,4,0,2,598,0,460,240
0,98,98,4,0,2,598,0,460,240
0,98,98,4,0,2,598,0,460,240
0,97,99,4,0,2,598,0,459,241
0,96,100,4,0,1,599,0,457,243
0,97,99,4,0,0,600,0,457,243
0,97,99,4,0,0,600,0,457,243
0,97,99,4,0,0,600,0,457,243
0,97,99,4,0,0,600,0,457,243
0,97,99,4,0,0,600,0,457,243
0,98,98,4,0,1,599,0,457,243
0,97,99,4,0,0,600,0,457,243
0,96,100,4,0,0,600,0,456,244
0,96,102,2,0,0,600,0,456,244
0,95,101,4,0,0,600,0,455,245
0,95,101,4,0,0,600,0,455,245
0,95,101,4,0,0,600,0,455,245
0,96,100,4,0,2,598,0,454,246
0,95,101,4,0,0,600,0,455,245
0,95,101,4,0,1,599,0,456,244
0,95,101,4,0,0,600,0,455,245
0,95,101,4,0,0,600,0,455,245
0,95,101,4,0,0,600,0,455,245
0,95,101,4,0,0,600,0,455,245
0,95,101,4,0,0,600,0,455,245
0,95,101,4,0,1,599,0,456,244
0,95,102,3,0,2,598,0,456,244
0,96,100,4,0,2,598,0,456,244
0,95,101,4,0,1,599,0,456,244
0,95,102,3,0,3,597,0,457,243
0,94,102,4,0,2,598,0,456,244
0,94,102,4,0,2,598,0,456,244
0,94,102,4,0,3,597,0,457,243
0,94,102,4,0,3,597,0,457,243
0,94,102,4,0,3,597,0,457,243
0,94,102,4,0,3,597,0,457,243
0,94,102,4,0,2,598,0,456,244
0,94,102,4,0,3,597,0,457,243
0,94,102,4,0,4,596,0,458,242
0,94,102,4,0,3,597,0,457,243
0,94,102,4,0,3,597,0,457,243
0,95,101,4,0,3,597,0,458,242
0,95,101,4,0,3,597,1,456,243
0,93,103,4,0,3,597,0,458,242
0,93,103,4,0,3,597,0,458,242
0,93,103,4,0,3,597,0,458,242
0,93,103,4,0,3,597,0,458,242
0,93,103,4,0,3,597,0,458,242
0,93,103,4,0,3,597,0,458,242
0,93,103,4,0,3,597,0,458,242
0,92,104,4,0,3,597,0,457,243
0,92,104,4,0,3,597,0,457,243
0,92,104,4,0,3,597,0,457,243
0,92,105,3,0,4,596,0,457,243
0,93,103,4,0,3,597,0,456,244
0,92,104,4,0,2,598,0,456,244
0,92,104,4,0,2,598,0,456,244
0,92,104,4,0,3,597,0,457,243
0,92,104,4,0,2,598,0,456,244
0,92,104,4,0,2,598,0,456,244
0,92,103,5,0,2,598,0,455,245
0,92,103,5,0,2,598,0,455,245
0,93,102,5,0,3,597,0,455,245
0,92,104,4,0,1,599,1,455,244
0,92,103,5,0,2,598,0,455,245
0,92,103,5,0,2,598,0,455,245
0,92,103,5,0,2,598,0,455,245
0,92,103,5,0,2,598,1,455,244
0,92,103,5,0,1,599,0,454,246
0,92,106,2,0,1,599,0,455,245
0,92,104,4,0,1,599,0,455,245
0,92,104,4,0,1,599,0,455,245
0,92,104,4,0,1,599,0,455,245
0,92,104,4,0,1,599,0,455,245
0,92,104,4,0,1,599,0,455,245
0,92,104,4,0,2,598,0,456,244
0,92,104,4,0,2,598,0,456,244
0,92,104,4,0,2,598,0,456,244
0,92,104,4,0,2,598,0,456,244
0,91,105,4,0,2,598,0,453,247
0,91,105,4,0,2,598,0,455,245
0,91,105,4,0,3,597,1,456,243
0,91,105,4,0,3,597,0,456,244
0,92,104,4,0,4,596,0,456,244
0,91,105,4,0,3,597,0,456,244
0,91,105,4,0,3,597,0,456,244
0,91,105,4,0,3,597,0,456,244
0,91,105,4,0,3,597,1,456,243
0,92,104,4,0,4,596,1,456,243
0,91,105,4,0,3,597,0,456,244
0,91,105,4,0,3,597,0,456,244
0,91,105,4,0,3,597,0,456,244
0,91,105,4,0,3,597,0,456,244
0,91,105,4,0,3,597,0,456,244
0,91,105,4,0,2,598,0,455,245
0,91,105,4,0,2,598,0,455,245
0,91,105,4,0,2,598,0,455,245
0,92,105,3,0,3,597,0,456,244
0,91,106,3,0,2,598,1,456,243
0,92,105,3,0,3,597,0,456,244
0,92,105,3,0,3,597,0,456,244
0,91,106,3,0,2,598,0,456,244
0,91,106,3,0,2,598,0,456,244
0,91,106,3,0,2,598,0,456,244
0,93,104,3,0,5,595,1,459,240
0,91,105,4,0,1,599,0,458,242
0,91,105,4,0,1,599,0,458,242
0,92,104,4,0,2,598,0,458,242
0,92,104,4,0,2,598,0,458,242
0,91,105,4,0,1,599,0,458,242
0,92,104,4,0,2,598,0,458,242
0,91,105,4,0,1,599,0,458,242
0,91,105,4,0,0,600,1,457,242
0,91,105,4,0,0,600,0,457,243
0,92,104,4,0,1,599,0,457,243
0,91,105,4,0,0,600,1,457,242
0,92,105,3,0,0,600,1,457,242
0,92,103,5,0,0,600,1,457,242
0,92,104,4,0,1,599,1,459,240
0,91,105,4,0,0,600,1,459,240
0,92,105,3,0,2,598,1,459,240
0,90,106,4,0,0,600,1,458,241
0,90,107,3,0,1,599,1,458,241
0,90,106,4,0,0,600,1,458,241
0,90,106,4,0,0,600,1,458,241
0,91,105,4,0,1,599,1,458,241
0,90,106,4,0,0,600,1,458,241
0,90,106,4,0,0,600,1,458,241
0,90,106,4,0,1,599,1,459,240
0,90,107,3,0,0,600,0,459,241
0,90,107,3,0,0,600,0,459,241
0,91,106,3,0,0,600,1,456,243
0,91,104,5,0,0,600,0,458,242
0,91,107,2,0,1,599,0,458,242
0,91,106,3,0,1,599,0,459,241
0,92,104,4,0,1,599,0,459,241
0,91,105,4,0,0,600,1,457,242
0,91,106,3,0,2,598,0,456,244
0,91,105,4,0,0,600,1,457,242
0,91,105,4,0,0,600,0,459,241
0,91,105,4,0,0,600,0,459,241
0,91,106,3,0,0,600,0,458,242
0,91,106,3,0,0,600,0,458,242
0,92,105,3,0,1,599,0,458,242
0,91,107,2,0,1,599,0,458,242
0,91,106,3,0,1,599,0,459,241
0,91,105,4,0,1,599,0,460,240
0,91,105,4,0,0,600,1,459,240
0,91,106,3,0,1,599,0,459,241
0,91,106,3,0,2,598,0,460,240
0,91,105,4,0,0,600,0,459,241
0,91,105,4,0,1,599,0,458,242
0,90,107,3,0,1,599,0,458,242
0,90,107,3,0,1,599,0,458,242
0,90,107,3,0,1,599,0,458,242
0,90,107,3,0,1,599,0,458,242
0,90,107,3,0,2,598,0,459,241
0,90,107,3,0,2,598,0,459,241
0,89,108,3,0,1,599,0,459,241
0,90,107,3,0,2,598,0,459,241
0,89,108,3,0,0,600,0,458,242
0,89,108,3,0,0,600,0,458,242
0,89,108,3,0,0,600,0,458,242
0,89,108,3,0,0,600,0,458,242
0,89,108,3,0,1,599,0,459,241
0,89,108,3,0,0,600,0,458,242
0,90,107,3,0,0,600,0,457,243
0,90,107,3,0,0,600,0,457,243
0,90,107,3,0,0,600,0,457,243
0,89,108,3,0,0,600,0,458,242
0,89,108,3,0,0,600,0,458,242
0,88,109,3,0,0,600,0,457,243
0,89,108,3,0,1,599,0,457,243
0,88,109,3,0,0,600,0,457,243
0,89,108,3,0,1,599,0,457,243
0,89,108,3,0,1,599,0,457,243
0,89,108,3,0,2,598,0,456,244
0,87,110,3,0,1,599,0,455,245
0,86,111,3,0,2,598,0,457,243
0,86,111,3,0,1,599,0,456,244
0,86,111,3,0,1,599,0,456,244
0,86,111,3,0,1,599,0,456,244
0,87,110,3,0,2,598,0,456,244
0,87,110,3,0,2,598,0,456,244
0,86,111,3,0,1,599,0,456,244
0,87,110,3,0,3,597,0,457,243
0,86,111,3,0,1,599,0,456,244
0,86,111,3,0,2,598,0,457,243
0,86,111,3,0,2,598,0,457,243
0,86,111,3,0,2,598,1,457,242
0,86,111,3,0,2,598,0,459,241
0,86,111,3,0,2,598,1,457,242
0,87,110,3,0,3,597,0,459,241
0,87,110,3,0,3,597,0,459,241
0,86,111,3,0,2,598,0,459,241
0,87,110,3,0,3,597,0,459,241
0,87,110,3,0,3,597,0,459,241
0,86,111,3,0,2,598,0,459,241
0,86,112,2,0,3,597,0,459,241
0,86,111,3,0,2,598,0,459,241
0,87,110,3,0,3,597,0,459,241
0,86,111,3,0,2,598,0,459,241
0,87,110,3,0,3,597,0,459,241
0,86,111,3,0,2,598,0,459,241
0,86,111,3,0,2,598,0,459,241
0,86,111,3,0,2,598,0,459,241
0,86,111,3,0,2,598,0,459,241
0,86,111,3,0,2,598,0,459,241
0,85,112,3,0,2,598,0,458,242
0,85,112,3,0,2,598,1,458,241
0,85,112,3,0,2,598,1,458,241
0,86,111,3,0,3,597,0,458,242
0,85,112,3,0,3,597,0,459,241
0,85,112,3,0,1,599,0,457,243
0,85,112,3,0,1,599,0,457,243
0,85,112,3,0,1,599,0,457,243
0,85,112,3,0,1,599,0,457,243
0,85,112,3,0,1,599,0,457,243
0,85,112,3,0,1,599,0,457,243
0,86,111,3,0,2,598,1,457,242
0,85,111,4,0,1,599,0,456,244
0,86,111,3,0,1,599,0,456,244
0,86,110,4,0,2,598,0,456,244
0,85,111,4,0,1,599,0,456,244
0,85,112,3,0,1,599,0,457,243
0,85,111,4,0,2,598,1,457,242
0,85,111,4,0,1,599,0,456,244
0,85,111,4,0,1,599,0,456,244
0,85,111,4,0,1,599,0,456,244
0,85,111,4,0,1,599,0,456,244
0,85,111,4,0,1,599,0,456,244
0,85,111,4,0,1,599,0,456,244
0,86,110,4,0,2,598,0,456,244
0,85,111,4,0,1,599,0,456,244
0,85,111,4,0,1,599,0,456,244
0,85,112,3,0,0,600,0,456,244
0,85,112,3,0,0,600,0,456,244
0,85,112,3,0,1,599,0,459,241
0,85,112,3,0,0,600,0,458,242
0,86,111,3,0,1,599,0,456,244
0,85,113,2,0,3,597,0,458,242
0,86,111,3,0,2,598,0,459,241
0,86,111,3,0,1,599,0,458,242
0,85,112,3,0,1,599,0,459,241
0,85,112,3,0,0,600,0,458,242
0,85,112,3,0,0,600,0,458,242
0,85,112,3,0,0,600,0,458,242
0,85,112,3,0,0,600,0,458,242
0,85,112,3,0,0,600,1,458,241
0,85,112,3,0,0,600,0,458,242
0,85,112,3,0,0,600,0,458,242
0,85,112,3,0,0,600,0,458,242
0,85,112,3,0,0,600,0,458,242
0,85,112,3,0,0,600,0,458,242
0,86,111,3,0,1,599,0,458,242
0,85,112,3,0,0,600,0,458,242
0,86,111,3,0,1,599,0,458,242
0,85,112,3,0,0,600,0,458,242
0,85,112,3,0,0,600,0,458,242
0,86,111,3,0,1,599,0,458,242
0,85,112,3,0,0,600,0,458,242
0,85,112,3,0,0,600,0,458,242
0,85,112,3,0,0,600,0,458,242
0,86,111,3,0,0,600,1,457,242
0,86,111,3,0,0,600,0,457,243
0,86,111,3,0,0,600,0,457,243
0,86,112,2,0,1,599,0,457,243
0,86,111,3,0,0,600,0,457,243
0,86,111,3,0,0,600,0,457,243
0,86,111,3,0,0,600,0,457,243
0,87,110,3,0,1,599,0,457,243
0,87,110,3,0,0,600,0,456,244
0,87,110,3,0,0,600,1,456,243
0,87,110,3,0,0,600,0,456,244
0,87,110,3,0,0,600,0,456,244
0,87,110,3,0,0,600,0,456,244
0,87,110,3,0,0,600,0,456,244
0,87,110,3,0,0,600,1,454,245
0,87,110,3,0,0,600,0,456,244
0,87,109,4,0,0,600,0,457,243
0,87,108,5,0,0,600,0,456,244
0,87,108,5,0,0,600,1,456,243
